eval_block,source_dataset,target_dataset,regime,fusion_name,component_methods,threshold_type,threshold_value_or_mode,score_normalization_rule,eligible,f1,precision,recall,fpr,roc_auc,pr_auc,best_single_method_same_tier,best_single_f1_same_tier,best_single_recall_same_tier,best_single_fpr_same_tier,delta_f1_vs_best_single,delta_recall_vs_best_single,delta_fpr_vs_best_single,interpretable_gain_type,notes
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.3174,0.8768,0.1937,0.0183,,,xgb,0.3205,0.1937,0.0103,-0.0031,0.0,0.008,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.3196,0.9909,0.1905,0.0012,,,xgb,0.3205,0.1937,0.0103,-0.0009,-0.0032,-0.0091,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.3099,0.7749,0.1937,0.0378,,,lstm,0.3199,0.1905,0.0005,-0.01,0.0032,0.0373,mostly_fp_relaxation,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.3199,0.997,0.1905,0.0004,,,lstm,0.3199,0.1905,0.0005,0.0,0.0,-0.0001,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.3199,0.9959,0.1905,0.0005,,,lstm,0.3199,0.1905,0.0005,0.0,0.0,0.0,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0016,0.9935,0.0008,0.0,,,lstm,0.3199,0.1905,0.0005,-0.3183,-0.1897,-0.0005,tradeoff_not_worth_it,lr degenerate at val_tuned — OR uses non-degenerate lstm side
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.3132,0.8789,0.1905,0.0176,,,lr,0.3164,0.1905,0.0092,-0.0032,0.0,0.0084,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.3198,0.9943,0.1905,0.0007,,,lr,0.3164,0.1905,0.0092,0.0034,0.0,-0.0085,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.3199,0.996,0.1905,0.0005,,,lstm,0.3199,0.1905,0.0005,0.0,0.0,0.0,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.1256,0.9973,0.067,0.0001,,,lstm,0.3199,0.1905,0.0005,-0.1943,-0.1235,-0.0004,tradeoff_not_worth_it,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.3211,0.9378,0.1937,0.0086,,,xgb,0.3212,0.1937,0.0085,-0.0001,0.0,0.0001,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.3199,0.9973,0.1905,0.0003,,,xgb,0.3212,0.1937,0.0085,-0.0013,-0.0032,-0.0082,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.3173,0.8761,0.1938,0.0184,,,xgb,0.3205,0.1937,0.0103,-0.0032,0.0001,0.0081,no_material_gain,
in_domain_cic,CIC-IDS2017,CIC-IDS2017,in_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.3196,0.9916,0.1905,0.0011,,,xgb,0.3205,0.1937,0.0103,-0.0009,-0.0032,-0.0092,no_material_gain,
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.0612,0.4839,0.0327,0.0464,,,lr,0.0608,0.0323,0.0377,0.0004,0.0004,0.0087,no_material_gain,
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0585,0.7089,0.0305,0.0167,,,lr,0.0608,0.0323,0.0377,-0.0023,-0.0018,-0.021,no_material_gain,
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0661,0.4549,0.0357,0.0569,,,lr,0.0663,0.0357,0.0535,-0.0002,0.0,0.0034,no_material_gain,xgb degenerate at val_tuned — OR uses non-degenerate lr side
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0022,0.2759,0.0011,0.0038,,,lr,0.0663,0.0357,0.0535,-0.0641,-0.0346,-0.0497,tradeoff_not_worth_it,xgb degenerate at val_tuned — OR uses non-degenerate lr side
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0014,0.0007,0.0054,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0014,0.0007,0.0054,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.4978,0.8307,0.3553,0.0964,,,lstm,0.4681,0.3251,0.0852,0.0297,0.0302,0.0112,true_tp_complementarity,
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.004,0.0932,0.002,0.0265,,,lstm,0.4681,0.3251,0.0852,-0.4641,-0.3231,-0.0587,tradeoff_not_worth_it,
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.4694,0.8022,0.3318,0.1089,,,lstm,0.4402,0.2999,0.0836,0.0292,0.0319,0.0253,true_tp_complementarity,
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0074,0.153,0.0038,0.0281,,,lstm,0.4402,0.2999,0.0836,-0.4328,-0.2961,-0.0555,tradeoff_not_worth_it,
in_domain_iot,IoT-23,IoT-23,in_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0022,0.1951,0.0011,0.006,,,lstm,0.0019,0.001,0.0009,0.0003,0.0001,0.0051,no_material_gain,lr degenerate at fixed_fpr — OR uses non-degenerate lstm side
in_domain_iot,IoT-23,IoT-23,in_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0011,0.6667,0.0005,0.0004,,,lstm,0.0019,0.001,0.0009,-0.0008,-0.0005,-0.0005,no_material_gain,lr degenerate at fixed_fpr — OR uses non-degenerate lstm side
in_domain_iot,IoT-23,IoT-23,in_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.4969,0.8279,0.3549,0.0982,,,lstm,0.4681,0.3251,0.0852,0.0288,0.0298,0.013,true_tp_complementarity,
in_domain_iot,IoT-23,IoT-23,in_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0022,0.1053,0.0011,0.0123,,,lstm,0.4681,0.3251,0.0852,-0.4659,-0.324,-0.0729,tradeoff_not_worth_it,
in_domain_iot,IoT-23,IoT-23,in_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.44,0.8226,0.3004,0.0863,,,lstm,0.4402,0.2999,0.0836,-0.0002,0.0005,0.0027,no_material_gain,xgb degenerate at val_tuned — OR uses non-degenerate lstm side
in_domain_iot,IoT-23,IoT-23,in_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0014,0.1667,0.0007,0.0045,,,lstm,0.4402,0.2999,0.0836,-0.4388,-0.2992,-0.0791,tradeoff_not_worth_it,xgb degenerate at val_tuned — OR uses non-degenerate lstm side
in_domain_iot,IoT-23,IoT-23,in_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0019,0.5833,0.001,0.0009,,,lstm,0.0019,0.001,0.0009,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
in_domain_iot,IoT-23,IoT-23,in_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.0019,0.001,0.0009,-0.0019,-0.001,-0.0009,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.5803,0.4089,0.9991,0.0867,,,xgb,0.8155,0.9876,0.0261,-0.2352,0.0115,0.0606,mostly_fp_relaxation,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.765,0.6725,0.8869,0.0259,,,xgb,0.8155,0.9876,0.0261,-0.0505,-0.1007,-0.0002,tradeoff_not_worth_it,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.7693,0.6289,0.9905,0.0351,,,xgb,0.8219,0.9516,0.0218,-0.0526,0.0389,0.0133,mostly_fp_relaxation,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.687,0.7157,0.6605,0.0157,,,xgb,0.8219,0.9516,0.0218,-0.1349,-0.2911,-0.0061,tradeoff_not_worth_it,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0282,0.0143,0.0,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0282,0.0143,0.0,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.5795,0.4084,0.9977,0.0867,,,lstm,0.8122,0.9973,0.0275,-0.2327,0.0004,0.0592,mostly_fp_relaxation,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.7634,0.6639,0.8981,0.0273,,,lstm,0.8122,0.9973,0.0275,-0.0488,-0.0992,-0.0002,tradeoff_not_worth_it,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.7705,0.6292,0.9935,0.0351,,,lstm,0.8191,0.9855,0.0253,-0.0486,0.008,0.0098,mostly_fp_relaxation,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.6881,0.6847,0.6914,0.0191,,,lstm,0.8191,0.9855,0.0253,-0.131,-0.2941,-0.0062,tradeoff_not_worth_it,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0282,0.0143,0.0,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0282,0.0143,0.0,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.8075,0.6772,0.9997,0.0286,,,xgb,0.8155,0.9876,0.0261,-0.008,0.0121,0.0025,no_material_gain,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.8203,0.7028,0.9851,0.025,,,xgb,0.8155,0.9876,0.0261,0.0048,-0.0025,-0.0011,no_material_gain,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.812,0.6847,0.9975,0.0276,,,xgb,0.8219,0.9516,0.0218,-0.0099,0.0459,0.0058,no_material_gain,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.8296,0.7427,0.9396,0.0195,,,xgb,0.8219,0.9516,0.0218,0.0077,-0.012,-0.0023,no_material_gain,
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0003,0.0001,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
in_domain_unsw,UNSW-NB15,UNSW-NB15,in_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0003,0.0001,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.892,0.9847,0.8153,0.0169,,,lr,0.8921,0.8153,0.0167,-0.0001,0.0,0.0002,no_material_gain,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.8921,0.8153,0.0167,-0.8921,-0.8153,-0.0167,tradeoff_not_worth_it,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.1144,0.9295,0.061,0.0062,,,xgb,0.1131,0.0602,0.0044,0.0013,0.0008,0.0018,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate xgb side
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.1131,0.0602,0.0044,-0.1131,-0.0602,-0.0044,tradeoff_not_worth_it,lr degenerate at val_tuned — OR uses non-degenerate xgb side
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.838,0.986,0.7286,0.0138,,,lr,0.825,0.7062,0.0076,0.013,0.0224,0.0062,true_tp_complementarity,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0954,0.9946,0.0501,0.0004,,,lr,0.825,0.7062,0.0076,-0.7296,-0.6561,-0.0072,tradeoff_not_worth_it,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.8921,0.9849,0.8153,0.0167,,,lr,0.8921,0.8153,0.0167,0.0,0.0,0.0,no_material_gain,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0002,,,lr,0.8921,0.8153,0.0167,-0.8921,-0.8153,-0.0165,tradeoff_not_worth_it,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0016,0.3529,0.0008,0.002,,,lr,0.0016,0.0008,0.0018,0.0,0.0,0.0002,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.0016,0.0008,0.0018,-0.0016,-0.0008,-0.0018,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.8483,0.9859,0.7444,0.0141,,,lr,0.825,0.7062,0.0076,0.0233,0.0382,0.0065,true_tp_complementarity,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0046,0.6538,0.0023,0.0016,,,lr,0.825,0.7062,0.0076,-0.8204,-0.7039,-0.006,tradeoff_not_worth_it,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0004,,,xgb,0.0,0.0,0.0002,0.0,0.0,0.0002,no_material_gain,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0,0.0,0.0002,0.0,0.0,-0.0002,no_material_gain,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.1131,0.9485,0.0602,0.0044,,,xgb,0.1131,0.0602,0.0044,0.0,0.0,0.0,no_material_gain,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0002,,,xgb,0.1131,0.0602,0.0044,-0.1131,-0.0602,-0.0042,tradeoff_not_worth_it,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.2012,0.9122,0.1131,0.0145,,,xgb,0.1346,0.0725,0.0065,0.0666,0.0406,0.008,true_tp_complementarity,
cic_to_iot,CIC-IDS2017,IoT-23,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0002,,,xgb,0.1346,0.0725,0.0065,-0.1346,-0.0725,-0.0063,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.1429,0.1113,0.1998,0.0958,,,lr,0.1429,0.1998,0.0958,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0003,0.0833,0.0001,0.0001,,,lr,0.1429,0.1998,0.0958,-0.1426,-0.1997,-0.0957,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.058,0.0601,0.056,0.0525,,,xgb,0.0549,0.0525,0.0516,0.0031,0.0035,0.0009,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate xgb side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0549,0.0525,0.0516,-0.0549,-0.0525,-0.0516,tradeoff_not_worth_it,lr degenerate at val_tuned — OR uses non-degenerate xgb side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0718,0.0527,0.1125,0.1212,,,lr,0.0641,0.0753,0.0764,0.0077,0.0372,0.0448,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0321,0.1045,0.0189,0.0097,,,lr,0.0641,0.0753,0.0764,-0.032,-0.0564,-0.0667,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.1429,0.1112,0.1998,0.0958,,,lr,0.1429,0.1998,0.0958,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.1429,0.1998,0.0958,-0.1429,-0.1998,-0.0958,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0068,0.1832,0.0035,0.0009,,,lr,0.0068,0.0035,0.0009,0.0,0.0,0.0,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.0068,0.0035,0.0009,-0.0068,-0.0035,-0.0009,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0866,0.0713,0.1102,0.0861,,,lr,0.0641,0.0753,0.0764,0.0225,0.0349,0.0097,tradeoff_not_worth_it, [Reclassified: mechanistic unique TP exists but FPR too high for deployment]
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0001,,,lr,0.0641,0.0753,0.0764,-0.0641,-0.0753,-0.0763,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.0003,0.0769,0.0001,0.0001,,,xgb,0.0003,0.0001,0.0001,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0003,0.0001,0.0001,-0.0003,-0.0001,-0.0001,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0549,0.0575,0.0525,0.0516,,,xgb,0.0549,0.0525,0.0516,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0549,0.0525,0.0516,-0.0549,-0.0525,-0.0516,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0828,0.0781,0.0882,0.0625,,,lstm,0.0582,0.0348,0.0097,0.0246,0.0534,0.0528,tradeoff_not_worth_it, [Reclassified: mechanistic unique TP exists but FPR too high for deployment]
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0053,0.0837,0.0027,0.0018,,,lstm,0.0582,0.0348,0.0097,-0.0529,-0.0321,-0.0079,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.0456,0.025,0.2562,0.5989,,,xgb,0.0438,0.2072,0.495,0.0018,0.049,0.1039,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0259,0.015,0.0946,0.3731,,,xgb,0.0438,0.2072,0.495,-0.0179,-0.1126,-0.1219,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0399,0.022,0.217,0.5802,,,lr,0.0397,0.2081,0.5572,0.0002,0.0089,0.023,no_material_gain,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0332,0.0201,0.0957,0.2801,,,lr,0.0397,0.2081,0.5572,-0.0065,-0.1124,-0.2771,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.022,0.0139,0.0516,0.219,,,lr,0.022,0.0516,0.219,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lr side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.022,0.0516,0.219,-0.022,-0.0516,-0.219,tradeoff_not_worth_it,xgb degenerate at fixed_fpr — OR uses non-degenerate lr side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.0522,0.0291,0.2514,0.5034,,,lstm,0.1394,0.1079,0.0264,-0.0872,0.1435,0.477,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1394,0.1079,0.0264,-0.1394,-0.1079,-0.0264,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.054,0.0297,0.2977,0.5833,,,lstm,0.1177,0.0896,0.026,-0.0637,0.2081,0.5573,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1177,0.0896,0.026,-0.1177,-0.0896,-0.026,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.022,0.014,0.0518,0.219,,,lr,0.022,0.0516,0.219,0.0,0.0002,0.0,no_material_gain,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.022,0.0516,0.219,-0.022,-0.0516,-0.219,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.0596,0.0331,0.2974,0.5209,,,lstm,0.1394,0.1079,0.0264,-0.0798,0.1895,0.4945,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0344,0.6816,0.0176,0.0005,,,lstm,0.1394,0.1079,0.0264,-0.105,-0.0903,-0.0259,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0582,0.0342,0.1943,0.3291,,,lstm,0.1177,0.0896,0.026,-0.0595,0.1047,0.3031,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1177,0.0896,0.026,-0.1177,-0.0896,-0.026,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0003,0.5,0.0001,0.0,,,lstm,0.0003,0.0001,0.0,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.0003,0.0001,0.0,-0.0003,-0.0001,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
