eval_block,source_dataset,target_dataset,method,feature_name,feature_importance_rank,feature_rank_type,source_reference_split,target_split,ks_stat,wasserstein,psi,source_mean,target_mean,source_p50,target_p50,source_p90,target_p90,interpretation
iot_to_cic,IoT-23,CIC-IDS2017,lr,packet_count_bwd,13,other,source_test,target_test,0.2405,13.3002,,16.3304,8.7934,4.0,2.0,8.0,11.0,ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_fwd,15,other,source_test,target_test,0.3938,28412.3161,,30586.1602,9520.2139,76.0,138.0,563.0,1698.0,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_bwd,5,top10_by_importance,source_test,target_test,0.221,6367.5405,,3431.3115,6004.6353,240.0,130.0,507.0,9362.0,[TOP10]ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,lr,protocol,2,top10_by_importance,source_test,target_test,0.0168,0.185,,10.1341,10.3191,6.0,6.0,17.0,17.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lr,is_tcp,3,top10_by_importance,source_test,target_test,0.0168,0.0168,,0.6242,0.6074,1.0,1.0,1.0,1.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lr,is_udp,1,top10_by_importance,source_test,target_test,0.0168,0.0168,,0.3758,0.3926,0.0,0.0,1.0,1.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_per_packet,14,other,source_test,target_test,0.4867,111.9323,,84.965,187.9939,73.875,89.0,77.6923,583.0792,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_per_packet_fwd,16,other,source_test,target_test,0.3945,62.7314,,57.5655,117.3559,72.0,61.25,93.8333,204.0,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_per_packet_bwd,10,top10_by_importance,source_test,target_test,0.4152,232.7591,,70.0629,293.9425,61.4,74.0,77.0,641.533,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,packets_per_second,18,other,source_test,target_test,0.493,26788.6529,,205.8975,26994.5488,0.5568,168.6559,1144.7336,46603.3789,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bytes_per_second,17,other,source_test,target_test,0.5166,1515706.6577,,16770.0156,1532476.625,33.4522,27268.0059,86999.7578,2438548.75,ks_drift_severe
iot_to_cic,IoT-23,CIC-IDS2017,lr,fwd_packet_ratio,11,other,source_test,target_test,0.4439,0.2472,,0.3742,0.5103,0.4615,0.5,1.0,0.5714,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bwd_packet_ratio,12,other,source_test,target_test,0.4439,0.2472,,0.6258,0.4897,0.5385,0.5,1.0,0.5,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,fwd_byte_ratio,7,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.3868,0.4869,0.5,0.5238,1.0,0.7,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lr,bwd_byte_ratio,6,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.6132,0.5131,0.5,0.4762,1.0,0.8552,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,duration_s,12,other,source_test,target_test,0.3751,8.6171,,12.3358,8.5515,2.1518,0.0235,32.472,11.8217,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,packet_count_total,1,top10_by_importance,source_test,target_test,0.1105,39.2446,,46.8128,18.5562,4.0,4.0,14.0,22.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_total,3,top10_by_importance,source_test,target_test,0.2495,32451.2274,,34017.4766,15524.8477,240.0,316.0,1083.0,12119.0,[TOP10]ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,xgb,packet_count_fwd,6,top10_by_importance,source_test,target_test,0.3749,27.5721,,30.4825,9.7627,1.0,2.0,6.0,11.0,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,packet_count_bwd,2,top10_by_importance,source_test,target_test,0.2405,13.3002,,16.3304,8.7934,4.0,2.0,8.0,11.0,[TOP10]ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_fwd,11,other,source_test,target_test,0.3938,28412.3161,,30586.1602,9520.2139,76.0,138.0,563.0,1698.0,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_bwd,13,other,source_test,target_test,0.221,6367.5405,,3431.3115,6004.6353,240.0,130.0,507.0,9362.0,ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,xgb,protocol,5,top10_by_importance,source_test,target_test,0.0168,0.185,,10.1341,10.3191,6.0,6.0,17.0,17.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,xgb,is_tcp,18,other,source_test,target_test,0.0168,0.0168,,0.6242,0.6074,1.0,1.0,1.0,1.0,ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,xgb,is_udp,19,other,source_test,target_test,0.0168,0.0168,,0.3758,0.3926,0.0,0.0,1.0,1.0,ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_per_packet,8,top10_by_importance,source_test,target_test,0.4867,111.9323,,84.965,187.9939,73.875,89.0,77.6923,583.0792,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_per_packet_fwd,4,top10_by_importance,source_test,target_test,0.3945,62.7314,,57.5655,117.3559,72.0,61.25,93.8333,204.0,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_per_packet_bwd,14,other,source_test,target_test,0.4152,232.7591,,70.0629,293.9425,61.4,74.0,77.0,641.533,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,packets_per_second,7,top10_by_importance,source_test,target_test,0.493,26788.6529,,205.8975,26994.5488,0.5568,168.6559,1144.7336,46603.3789,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bytes_per_second,15,other,source_test,target_test,0.5166,1515706.6577,,16770.0156,1532476.625,33.4522,27268.0059,86999.7578,2438548.75,ks_drift_severe
iot_to_cic,IoT-23,CIC-IDS2017,xgb,fwd_packet_ratio,9,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.3742,0.5103,0.4615,0.5,1.0,0.5714,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bwd_packet_ratio,16,other,source_test,target_test,0.4439,0.2472,,0.6258,0.4897,0.5385,0.5,1.0,0.5,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,fwd_byte_ratio,10,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.3868,0.4869,0.5,0.5238,1.0,0.7,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,xgb,bwd_byte_ratio,17,other,source_test,target_test,0.3749,0.1542,,0.6132,0.5131,0.5,0.4762,1.0,0.8552,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,duration_s,19,other,source_test,target_test,0.3751,8.6171,,12.3358,8.5515,2.1518,0.0235,32.472,11.8217,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,packet_count_total,18,other,source_test,target_test,0.1105,39.2446,,46.8128,18.5562,4.0,4.0,14.0,22.0,ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_total,17,other,source_test,target_test,0.2495,32451.2274,,34017.4766,15524.8477,240.0,316.0,1083.0,12119.0,ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,lstm,packet_count_fwd,16,other,source_test,target_test,0.3749,27.5721,,30.4825,9.7627,1.0,2.0,6.0,11.0,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,packet_count_bwd,15,other,source_test,target_test,0.2405,13.3002,,16.3304,8.7934,4.0,2.0,8.0,11.0,ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_fwd,14,other,source_test,target_test,0.3938,28412.3161,,30586.1602,9520.2139,76.0,138.0,563.0,1698.0,ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_bwd,13,other,source_test,target_test,0.221,6367.5405,,3431.3115,6004.6353,240.0,130.0,507.0,9362.0,ks_drift_moderate
iot_to_cic,IoT-23,CIC-IDS2017,lstm,protocol,12,other,source_test,target_test,0.0168,0.185,,10.1341,10.3191,6.0,6.0,17.0,17.0,ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lstm,is_tcp,11,other,source_test,target_test,0.0168,0.0168,,0.6242,0.6074,1.0,1.0,1.0,1.0,ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lstm,is_udp,10,top10_by_importance,source_test,target_test,0.0168,0.0168,,0.3758,0.3926,0.0,0.0,1.0,1.0,[TOP10]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_per_packet,9,top10_by_importance,source_test,target_test,0.4867,111.9323,,84.965,187.9939,73.875,89.0,77.6923,583.0792,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_per_packet_fwd,8,top10_by_importance,source_test,target_test,0.3945,62.7314,,57.5655,117.3559,72.0,61.25,93.8333,204.0,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_per_packet_bwd,7,top10_by_importance,source_test,target_test,0.4152,232.7591,,70.0629,293.9425,61.4,74.0,77.0,641.533,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,packets_per_second,6,top10_by_importance,source_test,target_test,0.493,26788.6529,,205.8975,26994.5488,0.5568,168.6559,1144.7336,46603.3789,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bytes_per_second,5,top10_by_importance,source_test,target_test,0.5166,1515706.6577,,16770.0156,1532476.625,33.4522,27268.0059,86999.7578,2438548.75,[TOP10]ks_drift_severe
iot_to_cic,IoT-23,CIC-IDS2017,lstm,fwd_packet_ratio,4,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.3742,0.5103,0.4615,0.5,1.0,0.5714,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bwd_packet_ratio,3,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.6258,0.4897,0.5385,0.5,1.0,0.5,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,fwd_byte_ratio,2,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.3868,0.4869,0.5,0.5238,1.0,0.7,[TOP10]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,bwd_byte_ratio,1,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.6132,0.5131,0.5,0.4762,1.0,0.8552,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.3122,90.4045,,-68.5339,-14.1448,2.0,0.0,51.0,72.0,[LSTM_CH]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.4499,0.2476,,0.5103,0.3744,0.5,0.4615,0.5714,1.0,[LSTM_CH]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.3954,1.5541,,0.3122,1.8663,0.005,0.1493,0.7913,5.379,[LSTM_CH]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.0168,0.0168,,0.3926,0.3758,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.3517,57.7404,,23.2213,-14.1448,4.0,0.0,265.125,72.0,[LSTM_CH]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.3815,0.2341,,0.485,0.3744,0.5,0.4615,0.5625,1.0,[LSTM_CH]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.5577,1.8494,,0.0169,1.8663,0.0003,0.1493,0.0337,5.379,[LSTM_CH]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.1021,0.1021,,0.2738,0.3758,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.1844,94.1428,,-68.5339,23.2213,2.0,4.0,51.0,265.125,[LSTM_CH]ks_drift_moderate
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.1453,0.0256,,0.5103,0.485,0.5,0.5,0.5714,0.5625,[LSTM_CH]ks_drift_low
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.4461,0.2954,,0.3122,0.0169,0.005,0.0003,0.7913,0.0337,[LSTM_CH]ks_drift_high
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.1189,0.1189,,0.3926,0.2738,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
iot_to_unsw,IoT-23,UNSW-NB15,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.3517,57.7404,,-14.1448,23.2213,0.0,4.0,72.0,265.125,[LSTM_CH]ks_drift_high
iot_to_unsw,IoT-23,UNSW-NB15,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.3815,0.2341,,0.3744,0.485,0.4615,0.5,1.0,0.5625,[LSTM_CH]ks_drift_high
iot_to_unsw,IoT-23,UNSW-NB15,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.5577,1.8494,,1.8663,0.0169,0.1493,0.0003,5.379,0.0337,[LSTM_CH]ks_drift_severe
iot_to_unsw,IoT-23,UNSW-NB15,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.1021,0.1021,,0.3758,0.2738,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
unsw_to_cic,UNSW-NB15,CIC-IDS2017,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.1844,94.1428,,23.2213,-68.5339,4.0,2.0,265.125,51.0,[LSTM_CH]ks_drift_moderate
unsw_to_cic,UNSW-NB15,CIC-IDS2017,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.1453,0.0256,,0.485,0.5103,0.5,0.5,0.5625,0.5714,[LSTM_CH]ks_drift_low
unsw_to_cic,UNSW-NB15,CIC-IDS2017,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.4461,0.2954,,0.0169,0.3122,0.0003,0.005,0.0337,0.7913,[LSTM_CH]ks_drift_high
unsw_to_cic,UNSW-NB15,CIC-IDS2017,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.1189,0.1189,,0.2738,0.3926,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
iot_to_cic,IoT-23,CIC-IDS2017,lstm,seq_ch0_signed_pkt_len,1,lstm_sequence_channel,source_test,target_test,0.3122,90.4045,,-14.1448,-68.5339,0.0,2.0,72.0,51.0,[LSTM_CH]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,seq_ch1_direction_flag,2,lstm_sequence_channel,source_test,target_test,0.4499,0.2476,,0.3744,0.5103,0.4615,0.5,1.0,0.5714,[LSTM_CH]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,seq_ch2_delta_t,3,lstm_sequence_channel,source_test,target_test,0.3954,1.5541,,1.8663,0.3122,0.1493,0.005,5.379,0.7913,[LSTM_CH]ks_drift_high
iot_to_cic,IoT-23,CIC-IDS2017,lstm,seq_ch3_protocol_id,4,lstm_sequence_channel,source_test,target_test,0.0168,0.0168,,0.3758,0.3926,0.0,0.0,1.0,1.0,[LSTM_CH]ks_drift_low
