eval_block,target_dataset,source_dataset,method,threshold_type,threshold_value,subset_type,subset_definition,n_samples,n_attacks,n_benign,f1,recall,precision,fpr,roc_auc,delta_f1_vs_full,delta_recall_vs_full,interpretation
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.7313,0.8031,0.6713,0.264,0.6392,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.7375,0.8031,0.6818,0.7318,0.3399,0.0062,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0189,0.7413,-0.7313,-0.8031,protocol_dominant_recall_loss
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.5812,0.6761,0.5097,0.264,0.5367,-0.1501,-0.127,high_volume_harder
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.5762,0.9921,0.406,0.264,0.7874,-0.1551,0.189,rank_signal_preserved_volume_threshold_issue
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,fixed_fpr,1.0,full_test,all 491455 flows,491455,197378,294077,0.0,0.0,0.0,0.0559,0.6392,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,fixed_fpr,1.0,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0,0.0,0.0,0.1627,0.3399,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,fixed_fpr,1.0,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0,0.7413,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,fixed_fpr,1.0,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0,0.0,0.0,0.0559,0.5367,0.0,0.0,high_volume_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lr,fixed_fpr,1.0,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0559,0.7874,0.0,0.0,high_volume_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.2038,0.1925,0.2166,0.4674,0.4191,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.2563,0.1925,0.3834,0.6042,0.2673,0.0525,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.3957,0.4845,-0.2038,-0.1925,protocol_dominant_recall_loss
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.2577,0.3182,0.2166,0.4674,0.4612,0.0539,0.1257,high_volume_easier
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.4674,0.3602,-0.2038,-0.1925,high_volume_harder
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,fixed_fpr,0.999995,full_test,all 491455 flows,491455,197378,294077,0.0,0.0,0.0,0.0,0.4191,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,fixed_fpr,0.999995,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0,0.0,0.0,0.0,0.2673,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,fixed_fpr,0.999995,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0,0.4845,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,fixed_fpr,0.999995,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0,0.0,0.0,0.0,0.4612,0.0,0.0,high_volume_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,xgb,fixed_fpr,0.999995,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0,0.3602,0.0,0.0,high_volume_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.6307,0.8022,0.5196,0.4979,0.749,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.7297,0.8022,0.6693,0.774,0.5885,0.099,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.3533,0.5095,-0.6307,-0.8022,protocol_dominant_recall_loss
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.4643,0.6731,0.3543,0.4979,0.6738,-0.1664,-0.1291,high_volume_harder
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.4221,1.0,0.2675,0.4979,0.8643,-0.2086,0.1978,rank_signal_preserved_volume_threshold_issue
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,fixed_fpr,0.999905,full_test,all 491455 flows,491455,197378,294077,0.0,0.0,0.0,0.0,0.749,0.0,0.0,baseline
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,fixed_fpr,0.999905,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0,0.0,0.0,0.0,0.5885,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,fixed_fpr,0.999905,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0,0.5095,0.0,0.0,protocol_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,fixed_fpr,0.999905,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0,0.0,0.0,0.0,0.6738,0.0,0.0,high_volume_neutral
unsw_to_cic,CIC-IDS2017,UNSW-NB15,lstm,fixed_fpr,0.999905,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0,0.8643,0.0,0.0,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.0863,0.0497,0.328,0.0683,0.621,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,lr,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0863,0.0497,0.3288,0.1981,0.2167,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0004,0.353,-0.0863,-0.0497,protocol_dominant_recall_loss
iot_to_cic,CIC-IDS2017,IoT-23,lr,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.1314,0.0821,0.3279,0.0683,0.6534,0.0451,0.0324,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0683,0.3248,-0.0863,-0.0497,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,fixed_fpr,1.0,full_test,all 491455 flows,491455,197378,294077,0.0019,0.001,0.0481,0.0131,0.621,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,lr,fixed_fpr,1.0,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0019,0.001,0.0484,0.0379,0.2167,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,fixed_fpr,1.0,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0001,0.353,-0.0019,-0.001,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,fixed_fpr,1.0,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0032,0.0016,0.0481,0.0131,0.6534,0.0013,0.0006,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lr,fixed_fpr,1.0,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0131,0.3248,-0.0019,-0.001,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.0004,0.0002,0.0016,0.0987,0.8335,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,xgb,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0004,0.0002,0.0016,0.2845,0.5269,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0013,0.2941,-0.0004,-0.0002,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0006,0.0004,0.0015,0.0987,0.8086,0.0002,0.0002,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0987,0.8442,-0.0004,-0.0002,rank_signal_preserved_volume_threshold_issue
iot_to_cic,CIC-IDS2017,IoT-23,xgb,fixed_fpr,0.999967,full_test,all 491455 flows,491455,197378,294077,0.0,0.0,0.0,0.0,0.8335,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,xgb,fixed_fpr,0.999967,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0,0.0,0.0,0.0,0.5269,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,fixed_fpr,0.999967,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0,0.2941,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,fixed_fpr,0.999967,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0,0.0,0.0,0.0,0.8086,0.0,0.0,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,xgb,fixed_fpr,0.999967,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0,0.8442,0.0,0.0,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lstm,default,0.5,full_test,all 491455 flows,491455,197378,294077,0.2607,0.1914,0.4086,0.186,0.7067,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,lstm,default,0.5,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.2609,0.1914,0.4094,0.539,0.1583,0.0002,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lstm,default,0.5,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.001,0.7985,-0.2607,-0.1914,protocol_dominant_recall_loss
iot_to_cic,CIC-IDS2017,IoT-23,lstm,default,0.5,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.3567,0.3165,0.4086,0.186,0.7383,0.096,0.1251,high_volume_easier
iot_to_cic,CIC-IDS2017,IoT-23,lstm,default,0.5,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.186,0.6576,-0.2607,-0.1914,high_volume_harder
iot_to_cic,CIC-IDS2017,IoT-23,lstm,fixed_fpr,0.937249,full_test,all 491455 flows,491455,197378,294077,0.0,0.0,0.0,0.0149,0.7067,0.0,0.0,baseline
iot_to_cic,CIC-IDS2017,IoT-23,lstm,fixed_fpr,0.937249,tcp_only,TCP flows only (protocol=6),298486,197377,101109,0.0,0.0,0.0,0.0433,0.1583,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lstm,fixed_fpr,0.937249,udp_only,UDP flows only (protocol=17),192969,1,192968,0.0,0.0,0.0,0.0,0.7985,0.0,0.0,protocol_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lstm,fixed_fpr,0.937249,high_vol_atk_q75,atk: bytes_total >= Q75=100,413467,119390,294077,0.0,0.0,0.0,0.0149,0.7383,0.0,0.0,high_volume_neutral
iot_to_cic,CIC-IDS2017,IoT-23,lstm,fixed_fpr,0.937249,high_pps_atk_q75,atk: pps >= Q75=46603.38,347551,53474,294077,0.0,0.0,0.0,0.0149,0.6576,0.0,0.0,high_volume_neutral
